ID,Variable 1,Dependency,Variable 2
84,Event_Normal_ChanceMid_Goal_AT,->,Event_Normal_ChanceDFK_AT
85,Longshots_tactic_HT,->,Forwards_HT
86,CDs_and_WBs_HT,->,Forwards_HT
87,RatingMidfield_HT,->,Forwards_HT
88,Wingers_HT,->,Forwards_HT
89,Possession_HT,->,RatingMidfield_AT
90,RatingMidfield_HT,->,RatingMidfield_AT
91,Possession_HT,->,CA_tactic_AT
92,RatingMidfield_AT,->,CA_tactic_AT
93,Forwards_HT,->,RatingMidAtt_HT
94,CDs_and_WBs_HT,->,RatingMidAtt_HT
95,TacticType_HT,->,RatingMidAtt_HT
96,RatingMidDef_HT,->,Event_SEZ_PDIM_HT
97,CA_tactic_AT,->,Event_SEZ_PDIM_HT
98,Longshots_tactic_HT,->,TacticType_AT
99,Event_Normal_ChanceLRM_Goal_AT,->,TacticType_AT
100,Event_Normal_ChanceLS_Goal_AT,->,TacticType_AT
101,CA_tactic_AT,->,TacticType_AT
